Title,Phone_Number,Addresss,Rating,Num_rating,Rating Count,Price,Category,Cleaned Category,Website_URL,Latitudes,Longitudes,Image_URL,Description,Cleaned Addresss,Business Id
Ebenezer House,,"5749+V32, Buea",3.7,6,0.02051756,,Guest House, Guest House ,"https://www.google.com/maps/place/Ebenezer+House/@4.135598,9.1511712,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061332d8efb7009:0x929f54fff532f5db!8m2!3d4.1571329!4d9.2676554!15sCg5sb2RnZXMgaW4gQnVlYZIBC2d1ZXN0X2hvdXNl4AEA!16s%2Fg%2F11j09y3jqz?entry=ttu",4.135598,9.1511712,https://lh5.googleusercontent.com/p/AF1QipNIvcxjfSHTk2t4-zthYUFqw8mndPRJz72vqHCe=w408-h276-k-no,Guest House, 5749 V32  Buea ,0x1061332d8efb7009:0x929f54fff532f5db
Seventh-day Adventist Health Centre - Buea,2 33 32 22 70,"PO Box 33, Buea",3.7,21,0.07181146,,Hospital, Hospital ,"https://www.google.com/maps/place/Seventh-day+Adventist+Health+Centre+-+Buea/@4.1538591,9.2419987,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x1061323ec8ddb24d:0xe680cb91c6e07965!8m2!3d4.1538591!4d9.2600231!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F1tmsm_26?entry=ttu",4.1538591,9.2419987,,Hospital, PO Box 33  Buea ,0x1061323ec8ddb24d:0xe680cb91c6e07965
ENAP INFIRMARY,,"563R+XM5, Buea",3.7,3,0.01025878,,Hospital, Hospital ,"https://www.google.com/maps/place/ENAP+INFIRMARY/@4.1548997,9.2236999,15z/data=!4m10!1m2!2m1!1shospital+in+buea!3m6!1s0x1061325c435814b7:0x9da39ea271d914ff!8m2!3d4.1548997!4d9.2417243!15sChBob3NwaXRhbCBpbiBidWVhkgEIaG9zcGl0YWzgAQA!16s%2Fg%2F11h0bcst7?entry=ttu",4.1548997,9.2236999,https://lh5.googleusercontent.com/p/AF1QipNFmpNZ6bZLqssoBqbIX4vegjttrZpypDrObWow=w426-h240-k-no,Hospital, 563R XM5  Buea ,0x1061325c435814b7:0x9da39ea271d914ff
Cite Yellow,,"Dirty South, Buea",3.7,6,0.02051756,,Hostel, Hostel ,"https://www.google.com/maps/place/Cite+Yellow/@4.1486493,9.2743191,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x1061316818683319:0xf159273650ecc2a0!8m2!3d4.1486493!4d9.2923435!15sCgxjaXRlIGluIGJ1ZWGSAQZob3N0ZWzgAQA!16s%2Fg%2F11ptxt4mb0?entry=ttu",4.1486493,9.2743191,,Hostel, Dirty South  Buea ,0x1061316818683319:0xf159273650ecc2a0
"Infinity Mansion, sosoliso",6 71 86 64 17,"575M+7CJ, Buea",3.7,71,0.242791128,,Hostel, Hostel ,"https://www.google.com/maps/place/Infinity+Mansion,+sosoliso/@4.1582138,9.2114248,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061313dedc7d9f1:0xd15693c39c08dfe3!8m2!3d4.1582138!4d9.2835226!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11gtz105qs?entry=ttu",4.1582138,9.2114248,https://lh5.googleusercontent.com/p/AF1QipNFwBYG0Ia8EOW1CfgeQex6mcX8HSIpLm79y0yq=w408-h544-k-no,Infinity Mansion is a luxurious residential complex situated in the Sosoliso neighborhood of Buea Cameroon It offers exquisite and high-end accommodation options for those seeking comfort and elegance With its modern architecture spacious rooms and top-notch amenities Infinity Mansion provides a serene and upscale environment for residents The location offers stunning views and is an ideal place for relaxation and enjoying a lavish lifestyle, 575M 7CJ  Buea ,0x1061313dedc7d9f1:0xd15693c39c08dfe3
Eta Palace Hotel,2 33 32 36 54,"573V+4GX, N8, Buea",3.7,348,1.190018484,,hotel, hotel ,"https://www.google.com/maps/place/Eta+Palace+Hotel/@4.152858,9.2578084,14z/data=!4m17!1m5!2m4!1shotels+in+buea!5m2!5m1!1s2023-07-03!3m10!1s0x10613196e9862067:0xc99fe2e2f1499d9e!5m3!1s2023-07-03!4m1!1i2!8m2!3d4.152858!4d9.2938573!15sCg5ob3RlbHMgaW4gYnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F1232snw5y?entry=ttu",4.152858,9.2578084,https://lh5.googleusercontent.com/p/AF1QipPJ2ActXyh-mtLSgC2GX9OUhqidTWwTtxkJqbin=w507-h240-k-no,A luxury hotel with various types of rooms suited for Group Family Solo traveler and Couple trips The hotel provides amenities such as Free WiFi Breakfast Free Parking Access Air Conditioning Laundry Service Business Center Room Service Child Friendly Restaurant Airport Shuttle Spa Fitness Center and It is suitable for business trips and leisure trips                                                                    , 573V 4GX  N8  Buea ,0x10613196e9862067:0xc99fe2e2f1499d9e
HollyKen Hotel,6 74 84 44 85,Buea,3.7,96,0.328280961,,hotel, hotel ,"https://www.google.com/maps/place/Hotel+Residence+Carlos/@4.1517615,9.2639359,14z/data=!4m17!1m5!2m4!1shotels+in+buea!5m2!5m1!1s2023-07-03!3m10!1s0x106132f42ff31dfd:0x3082dec13f4b4acd!5m3!1s2023-07-03!4m1!1i2!8m2!3d4.153972!4d9.230789!15sCg5ob3RlbHMgaW4gYnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F11c58rvmpt?entry=ttu",4.1517615,9.2639359,https://lh5.googleusercontent.com/p/AF1QipOMQS7jbuHshhMJMx2o-0Crv9LmLhCrU1kHBs3M=w408-h306-k-no,HollyKen Hotel is a great choice for both business and leisure travelers The single rooms twin room and deluxe king room are suitable for groups families solo travelers and couples The hotel provides all the necessary amenities required for a short stay of 1 to 6 nights including free WiFi breakfast free parking access air conditioning laundry service a business center room service childfriendly facilities petfriendly accommodations a fitness center bar and nonsmoking rooms, Buea ,0x106131a7063c51c5:0x1842aaf75ae2b368
Capitol Hotel Residence,2 33 32 33 31,Buea,3.7,62,0.212014787,,Hotel, Hotel ,"https://www.google.com/maps/place/Capitol+Hotel+Residence/@4.16065,9.1526202,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061339916f0cc27:0x7eb443549985a696!8m2!3d4.1512257!4d9.2423223!15sCg5sb2RnZXMgaW4gQnVlYVoQIg5sb2RnZXMgaW4gYnVlYZIBBWhvdGVsmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF5TlVwRWJUVkJSUkFC4AEA!16s%2Fg%2F11g1y8gwmw?entry=ttu",4.16065,9.1526202,,Hotel, Buea ,0x1061339916f0cc27:0x7eb443549985a696
Pavilion Hotel,,"565X+WF2, Great Soppo, Buea",3.7,30,0.1025878,,hotel, hotel ,"https://www.google.com/maps/place/Hotel+Residence+Carlos/@4.1517615,9.2639359,14z/data=!4m17!1m5!2m4!1shotels+in+buea!5m2!5m1!1s2023-07-03!3m10!1s0x106132f42ff31dfd:0x3082dec13f4b4acd!5m3!1s2023-07-03!4m1!1i2!8m2!3d4.153972!4d9.230789!15sCg5ob3RlbHMgaW4gYnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F11c58rvmpt?entry=ttu",4.1517615,9.2639359,https://lh5.googleusercontent.com/p/AF1QipNCLnEvueXSSEk1wnUy4eRPB7ZuEOg7CW4ApcLT=w408-h725-k-no,Hotel is an ideal place for leisure travelers seeking luxurious accommodations The hotel offers twin rooms deluxe rooms and junior suites suitable for groups families solo travelers and couples The hotel is equipped with all the amenities required for a comfortable stay of 1 to 6 nights including free WiFi breakfast free parking access air conditioning laundry service room service childfriendly facilities petfriendly accommodations a spa a fitness center a restaurant a bar and nonsmoking rooms to children, 565X WF2  Great Soppo  Buea ,0x10613269b7486e8d:0x290367b8be3eb6e9
Soppo Market,,"5734+HF2, D 61, Buea",3.7,61,0.208595194,,Market, Market ,"https://www.google.com/maps/place/Soppo+Market/@4.1538769,9.184053,13z/data=!4m10!1m2!2m1!1smarkets+buea+cameroon!3m6!1s0x106133f5b9b74b91:0x5d7559ec25e63fe9!8m2!3d4.1538769!4d9.2561508!15sChVtYXJrZXRzIGJ1ZWEgY2FtZXJvb25aFyIVbWFya2V0cyBidWVhIGNhbWVyb29ukgEGbWFya2V0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJvZVc5dVltbEJSUkFC4AEA!16s%2Fg%2F11rsr93vfv!5m1!1e1?entry=ttu",4.1538769,9.184053,,Market, 5734 HF2  D 61  Buea ,0x106133f5b9b74b91:0x5d7559ec25e63fe9
INTERSOS BUEA,,"Unnamed Road, Buea",3.7,10,0.034195933,,Organization gold association, Organization gold association ,"https://www.google.com/maps/place/INTERSOS+BUEA/@4.1548455,8.9711476,11z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x1061333f4e25b665:0xe46268e93ca1d59!8m2!3d4.1476659!4d9.2250652!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYVoWIhR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBG2Fzc29jaWF0aW9uX29yX29yZ2FuaXphdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VReWFHWjZaa2RuRUFF4AEA!16s%2Fg%2F11p9w5ccf1!5m1!1e1?entry=ttu",4.1548455,8.9711476,,is a humanitarian organization that works to provide and support to individuals affected by crises such as conflict natural disasters and poverty The organization has a regional office in GRA BUEA, Unnamed Road  Buea ,0x1061333f4e25b665:0xe46268e93ca1d59
Kiki Mini Cite,,"Unnamed Road, Buea",3.7,3,0.01025878,,Hostel, Hostel ,"https://www.google.com/maps/place/Kiki+Mini+Cit%C3%A9/@4.1542278,9.2762596,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x106131c6235b2917:0xcb360cd64e1a5e69!8m2!3d4.1528714!4d9.2901665!15sCgxjaXRlIGluIGJ1ZWGSARFzdHVkZW50X2Rvcm1pdG9yeeABAA!16s%2Fg%2F11h1hrln32?entry=ttu",4.1542278,9.2762596,https://lh5.googleusercontent.com/p/AF1QipPzC4OW22VirW0Ct1aA_ffcbbvF2rwZvf9LEi4u=w408-h544-k-no,Student housing, Unnamed Road  Buea ,0x106131c6235b2917:0xcb360cd64e1a5e69
Y complex supermarket,6 91 14 36 25,"563V+F3J, Buea",3.7,219,0.748890943,,Supermarket, Supermarket ,"https://www.google.com/maps/place/Y+complex+supermarket/@4.1548455,8.9711476,11z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x106133bc0556e3e1:0x89aede68d1a58432!8m2!3d4.1537011!4d9.2426429!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYVoWIhR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBC3N1cGVybWFya2V0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU40TlVwMldIUlJSUkFC4AEA!16s%2Fg%2F11fl5hg2w7!5m1!1e1?entry=ttu",4.1548455,8.9711476,,Store purchases  Removal in stores  Delivery, 563V F3J  Buea ,0x106133bc0556e3e1:0x89aede68d1a58432
Faculty of Social and Management Sciences,6 71 34 96 36,"St theres, Buea",3.7,60,0.205175601,,University, University ,"https://www.google.com/maps/place/Faculty+of+Social+and+Management+Sciences/@4.1498998,9.2447074,15z/data=!4m10!1m2!2m1!1suniveristy+in+buea!3m6!1s0x10613185a810ced9:0x44e88d9c31b9255a!8m2!3d4.1498998!4d9.2627318!15sChJ1bml2ZXJzaXR5IGluIGJ1ZWGSAQp1bml2ZXJzaXR54AEA!16s%2Fg%2F1s04g3tt4?entry=ttu",4.1498998,9.2447074,,University, St theres  Buea ,0x10613185a810ced9:0x44e88d9c31b9255a
Cite Gracia,6 71 34 96 36,"molyko to Buea town Rd, Buea",3.7,18,0.06155268,,Young workers home, Young workers home ,"https://www.google.com/maps/place/Cit%C3%A9+Gracia/@4.1547905,9.2668912,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x106131101eb40445:0xb6d4914bf35143ce!8m2!3d4.1559261!4d9.2830431!15sCgxjaXRlIGluIGJ1ZWGSAQx5b3V0aF9ob3N0ZWzgAQA!16s%2Fg%2F11fnnt0zr6?entry=ttu",4.1547905,9.2668912,https://lh5.googleusercontent.com/p/AF1QipOSn7iiVr4U3wboz3_SDUnbf-AEXi1Z9xLHcvis=w408-h543-k-no,Young workers home, molyko to Buea town Rd  Buea ,0x106131101eb40445:0xb6d4914bf35143ce
COGENI BUEA,6 79 11 87 29,Buea,3.6,378,1.25767098,,Building Materials Market, Building Materials Market ,"https://www.google.com/maps/place/COGENI+BUEA/@4.1537011,9.1705451,13z/data=!4m10!1m2!2m1!1smarkets+buea+cameroon!3m6!1s0x10613222b0064e7f:0x9b513c892436dde4!8m2!3d4.157366!4d9.268152!15sChVtYXJrZXRzIGJ1ZWEgY2FtZXJvb25aFyIVbWFya2V0cyBidWVhIGNhbWVyb29ukgEZYnVpbGRpbmdfbWF0ZXJpYWxzX21hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOUGJFOTJkVFZSUlJBQuABAA!16s%2Fg%2F11fzf6d_dl!5m1!1e1?entry=ttu",4.1537011,9.1705451,,Building materials market, Buea ,0x10613222b0064e7f:0x9b513c892436dde4
Mile 17,,Buea 237,3.6,27,0.089833641,,Bus stop, Bus stop ,"https://www.google.com/maps/place/Mile+17/@4.1548455,8.9711476,11z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x106131bd672849d1:0x6a7059f130ac067c!8m2!3d4.1489439!4d9.3011177!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYVoWIhR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBCGJ1c19zdG9wmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJvTkRoWFUwUlJFQUXgAQA!16s%2Fg%2F1tr_2nns!5m1!1e1?entry=ttu",4.1548455,8.9711476,,Bus stop, Buea 237 ,0x106131bd672849d1:0x6a7059f130ac067c
Cite Chateaux Simplex,6 76 57 67 80,"237 Untarred Malingo Street, Buea",3.6,5,0.01663586,,Guest House, Guest House ,"https://www.google.com/maps/place/Cite+Chateaux+Simplex/@4.1547905,9.2128178,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x10613148742d6a07:0x34f2d1a50eef67b7!8m2!3d4.1547905!4d9.2849156!15sCg5sb2RnZXMgaW4gQnVlYZIBC2d1ZXN0X2hvdXNl4AEA!16s%2Fg%2F11flzqc3f7?entry=ttu",4.1547905,9.2128178,,Guest House, 237 Untarred Malingo Street  Buea ,0x10613148742d6a07:0x34f2d1a50eef67b7
Mini Cite Federica,,"574R+MQ2, Buea",3.6,10,0.033271719,,Guest room, Guest room ,"https://www.google.com/maps/place/Mini+Cite+Federica/@4.156641,9.2738648,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x1061316eae9dc959:0xd5564132590dada3!8m2!3d4.156641!4d9.2918892!15sCgxjaXRlIGluIGJ1ZWGSARJwcml2YXRlX2d1ZXN0X3Jvb23gAQA!16s%2Fg%2F11qs8t0b9s?entry=ttu",4.156641,9.2738648,https://lh5.googleusercontent.com/p/AF1QipMy4Qw-w5jcyfItICtws6svNu7CoH-Lc044HmvO=w426-h240-k-no,Guest room, 574R MQ2  Buea ,0x1061316eae9dc959:0xd5564132590dada3
Lully Hostel,6 73 83 99 28,"576R+CXM, Malingo Street, Buea",3.6,8,0.026617375,,Hostel, Hostel ,"https://www.google.com/maps/place/Lully+Hostel/@4.1610821,9.2203121,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061310a4b2eca17:0x4d4f8219f4271aaa!8m2!3d4.1610821!4d9.2924099!15sCg5sb2RnZXMgaW4gQnVlYZIBBmhvc3RlbOABAA!16s%2Fg%2F11j2y7vzr9?entry=ttu",4.1610821,9.2203121,https://lh5.googleusercontent.com/p/AF1QipOmMkhSf9GO1nQtION4Et7FZ1sxK4zhDhzmHUE5=w408-h306-k-no,Hostel, 576R CXM  Malingo Street  Buea ,0x1061310a4b2eca17:0x4d4f8219f4271aaa
Serge Ville Hotel,6 72 14 04 40,"Mille 16, Buea",3.6,58,0.19297597,,hotel, hotel ,"https://www.google.com/maps/place/Hotel+Residence+Carlos/@4.1517615,9.2639359,14z/data=!4m17!1m5!2m4!1shotels+in+buea!5m2!5m1!1s2023-07-03!3m10!1s0x106132f42ff31dfd:0x3082dec13f4b4acd!5m3!1s2023-07-03!4m1!1i2!8m2!3d4.153972!4d9.230789!15sCg5ob3RlbHMgaW4gYnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F11c58rvmpt?entry=ttu",4.1517615,9.2639359,https://lh5.googleusercontent.com/p/AF1QipPD55oek044FjXQwVg_RTZLLHeGjYPZhBFIKrEE=w408-h306-k-no,A modern hotel with various types of rooms suited for Group Family Solo traveler and Couple trips The hotel provides amenities such as Free WiFi Breakfast Free Parking Access Air Conditioning Laundry Service Pet Friendly Restaurant Bar and NonSmoking rooms It is suitable for business trips and leisure trips, Mille 16  Buea ,0x106131a3e1b63b15:0x4539123fb798fcfe
The LK Hotel at Bonadikombo,2 43 64 15 20,"Mile 4 check Point, Limbe",3.6,35,0.116451017,22 872 FCFA,hotel, hotel ,"https://www.google.com/maps/place/The+LK+Hotel+at+Bonadikombo/@4.006398,9.1886471,14z/data=!4m17!1m5!2m4!1shotels+in+buea!5m2!5m1!1s2023-07-03!3m10!1s0x10614a8f8d7881a1:0x14f8a1e25969f56f!5m3!1s2023-07-03!4m1!1i2!8m2!3d4.006398!4d9.224696!15sCg5ob3RlbHMgaW4gYnVlYZIBBWhvdGVs4AEA!16s%2Fg%2F11cm_hv01q?entry=ttu",4.006398,9.1886471,https://lh5.googleusercontent.com/proxy/fRf9DLoatci-SiZLfXaUKJu5LIVZnVkuMwpyj_IHjDyC39HGkS247HbW2vRX0qR9cSWVl-3GXVL1p7FLsQopwhS1uD57nwpJFiDMuS6iJRORfZeX4h3eB5Q6FfXfeCVGzmMVlQSdwou40gC6q1M8H_F8kRqIkg=w296-h202-n-k-no-v1,This modern hotel offers guests airconditioned rooms free WiFi 24hour front desk laundry service and free parking It is situated close to the beach and various attractions and is suitable for both business and leisure travelers, Mile 4 check Point  Limbe ,0x10614a8f8d7881a1:0x14f8a1e25969f56f
The Figaro Bristrot,,"563J+M4V, Our Lady Mount Carmel Street, Buea",3.6,21,0.06987061,,Lounge bar, Lounge bar ,"https://www.google.com/maps/place/The+Figaro+Bristrot/@4.1542393,9.1942628,14z/data=!4m11!1m3!2m2!1sbars+in+buea!6e5!3m6!1s0x1061336209d220d9:0x8a977db194a3e52c!8m2!3d4.1542393!4d9.2303117!15sCgxiYXJzIGluIGJ1ZWFaDiIMYmFycyBpbiBidWVhkgEGbG91bmdl4AEA!16s%2Fg%2F11j9d20pnr?entry=ttu",4.1542393,9.1942628,https://lh5.googleusercontent.com/p/AF1QipPplWX5asvg8PfdizeMI3qczCf6zbDu3HQqQWM=w408-h544-k-no,This elegant restaurant provides guests with an upscale dining experience wine bar and dessert bar It is suitable for those who wish to indulge in an exquisite dining experience On  site meal, 563J M4V  Our Lady Mount Carmel Street  Buea ,0x1061336209d220d9:0x8a977db194a3e52c
Ifunanya babies shop buea,6 77 00 73 33,"564X+W6F, Great Soppo, Buea",3.6,155,0.515711645,,Market, Market ,"https://www.google.com/maps/place/Ifunanya+babies+shop+buea/@4.1596351,9.2124518,14z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x10613240b5dcd495:0x48f60bb316d4f951!8m2!3d4.1596351!4d9.2485007!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYVoWIhR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBBm1hcmtldJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdGFqY3RSVmxCRUFF4AEA!16s%2Fg%2F11f3zhzwf5!5m1!1e1?entry=ttu",4.1596351,9.2124518,,Market, 564X W6F  Great Soppo  Buea ,0x10613240b5dcd495:0x48f60bb316d4f951
Ace Bistro,,"5747+5CM, Buea",3.6,28,0.093160813,,Restaurant, Restaurant ,"https://www.google.com/maps/place/Ace+Bistro/@4.1559658,9.2271754,14z/data=!4m11!1m3!2m2!1srestaurants+in+Buea!6e5!3m6!1s0x1061323c4b1127fb:0xbf4cf6ae60cf9b65!8m2!3d4.1554549!4d9.2635416!15sChNyZXN0YXVyYW50cyBpbiBCdWVhWhUiE3Jlc3RhdXJhbnRzIGluIGJ1ZWGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11c5gbmj84!5m1!1e1?entry=ttu",4.1559658,9.2271754,,On  site meals  Take  out  Delivery, 5747 5CM  Buea ,0x1061323c4b1127fb:0xbf4cf6ae60cf9b65
Restaurant Sengalaise Chez Fatima,6 50 34 23 66,"574Q+8P3, Buea",3.6,68,0.226247689,,Restaurant, Restaurant ,"https://www.google.com/maps/place/Restaurant+Sengalaise+Chez+Fatima/@4.1568413,9.2497513,14z/data=!4m11!1m3!2m2!1srestaurants+in+Buea!6e5!3m6!1s0x1061318d7b524589:0x286831aec9e9733f!8m2!3d4.1557509!4d9.2893071!15sChNyZXN0YXVyYW50cyBpbiBCdWVhWhUiE3Jlc3RhdXJhbnRzIGluIGJ1ZWGSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11dfldrt5n!5m1!1e1?entry=ttu",4.1568413,9.2497513,,Restaurant Sengalaise Chez Fatima is a restaurant serving Senegalese cuisine The restaurant offers a range of West Africaninspired dishes including fish and chicken stew grilled meat and vegetarian options With its exotic atmosphere and authentic cuisine Restaurant Sengalaise Chez Fatima is a musttry for foodies On  site meals  Take, 574Q 8P3  Buea ,0x1061318d7b524589:0x286831aec9e9733f
HIMS BUEA,6 73 06 65 90,Buea,3.6,9,0.029944547,,School, School ,"https://www.google.com/maps/place/HIMS+BUEA/@4.1619696,9.2574423,14z/data=!4m10!1m2!2m1!1sschool+in+buea!3m6!1s0x1061316447dd150f:0x8e2078aa094c4d2!8m2!3d4.1619696!4d9.2934912!15sCg5zY2hvb2wgaW4gYnVlYZIBBnNjaG9vbOABAA!16s%2Fg%2F11mv4wk4fz?entry=ttu",4.1619696,9.2574423,https://lh5.googleusercontent.com/p/AF1QipNoSosttdC5qdsI_04cfCxTK4EifwrwxlB37Pc1=w408-h725-k-no,School, Buea ,0x1061316447dd150f:0x8e2078aa094c4d2
"Unesco Building, University Of Buea",,"47XM+FR5, Buea",3.6,5,0.01663586,,School, School ,"https://www.google.com/maps/place/Unesco+Building,+University+Of+Buea/@4.1499892,9.2558228,14z/data=!4m10!1m2!2m1!1sschool+in+buea!3m6!1s0x1061318f5168ede9:0x9a8e0d7414408294!8m2!3d4.1486459!4d9.2846023!15sCg5zY2hvb2wgaW4gYnVlYZIBBnNjaG9vbOABAA!16s%2Fg%2F1hf3ws99n?entry=ttu",4.1499892,9.2558228,https://lh5.googleusercontent.com/p/AF1QipNSsMdNjtS5GYQHL30x1rpqAcmaE7x1Zr6WjREf=w408-h306-k-no,School, 47XM FR5  Buea ,0x1061318f5168ede9:0x9a8e0d7414408294
Njieforbi supper market,,"5732+PR2, Buea",3.6,86,0.286136784,,Supermarket, Supermarket ,"https://www.google.com/maps/place/Njieforbi+supper+market/@4.1538769,9.184053,13z/data=!4m10!1m2!2m1!1smarkets+buea+cameroon!3m6!1s0x1061332919893669:0x8c198116526f1d20!8m2!3d4.1542534!4d9.252001!15sChVtYXJrZXRzIGJ1ZWEgY2FtZXJvb25aFyIVbWFya2V0cyBidWVhIGNhbWVyb29ukgELc3VwZXJtYXJrZXSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjRhM1JmTFVOUkVBReABAA!16s%2Fg%2F11rgcy_lb8!5m1!1e1?entry=ttu",4.1538769,9.184053,,Njieforbi Supermarket is a well-established grocery store that caters to the everyday needs of Buea residents This spacious supermarket offers a wide range of products including groceries fresh produce household items personal care products and more With neatly organized shelves youll find everything you need conveniently in one place Njieforbi Supermarket aims to provide a pleasant shopping experience with friendly staff ready to assist you Whether youre stocking up on essentials or searching for specific items this supermarket offers convenience and quality ensuring that you can find everything you need under one roof, 5732 PR2  Buea ,0x1061332919893669:0x8c198116526f1d20
Promise Land Cite,,"574G+X2R, Buea",3.5,2,0.006469501,,Accommodation, Accommodation ,"https://www.google.com/maps/place/Promise+Land+Cite/@4.1574982,9.2569855,15z/data=!4m10!1m2!2m1!1scite+in+buea!3m6!1s0x1061337ce9946105:0xf5d2fec5f3f6bd63!8m2!3d4.1574982!4d9.2750099!15sCgxjaXRlIGluIGJ1ZWGSAQdsb2RnaW5n4AEA!16s%2Fg%2F11qpwws40z?entry=ttu",4.1574982,9.2569855,,Accommodation, 574G X2R  Buea ,0x1061337ce9946105:0xf5d2fec5f3f6bd63
Eurobreeze,6 79 75 35 15,"575F+CQ7, Buea",3.5,6,0.019408503,,Bar, Bar ,"https://www.google.com/maps/place/Eurobreeze/@4.1585454,9.2383791,14z/data=!4m11!1m3!2m2!1sbars+in+buea!6e5!3m6!1s0x1061321f67f095a7:0x413ce38d294b47ed!8m2!3d4.1585454!4d9.274428!15sCgxiYXJzIGluIGJ1ZWGSAQNiYXLgAQA!16s%2Fg%2F11g8t96gzd?entry=ttu",4.1585454,9.2383791,https://lh5.googleusercontent.com/p/AF1QipPKUtGB6f8Fr9vxBORYtYkdGgnnV0adVgbMwC0a=w408-h544-k-no,Eurobreeze is a boutique hotel located in Buea Cameroon The hotel offers luxurious accommodation and amenities such as a restaurant bar and swimming pool It is a perfect place for travelers who want to experience comfort and luxury during their stay inuea, 575F CQ7  Buea ,0x1061321f67f095a7:0x413ce38d294b47ed
Ebony Snack Bar,6 76 04 66 94,"574P+QQP, Buea",3.5,139,0.449630314,,Bar, Bar ,"https://www.google.com/maps/place/Ebony+Snack+Bar/@4.1564364,9.2513364,14z/data=!4m17!1m9!2m8!1snight+club+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e5!3m6!1s0x1061318d288222db:0xd42344046a4cae82!8m2!3d4.1569719!4d9.2869392!15sChJuaWdodCBjbHViIGluIGJ1ZWFaFCISbmlnaHQgY2x1YiBpbiBidWVhkgEDYmFymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJKYW5GUE55MVJSUkFC4AEA!16s%2Fg%2F11ddydcyp9!5m1!1e1?entry=ttu",4.1564364,9.2513364,,On  site meals  Take, 574P QQP  Buea ,0x1061318d288222db:0xd42344046a4cae82
DB Beauty Parlor Classic Cutz,6 73 85 59 78,"5748+M49, D 61, Buea",3.5,4,0.012939002,,Beauty Institute, Beauty Institute ,"https://www.google.com/maps/place/DB+Beauty+Parlor%2FClassic+Cutz/@4.153472,9.1968991,13z/data=!4m10!1m2!2m1!1sspa+buea+cameroon!3m6!1s0x10613353fd6ff0d7:0x405c8ed6fe16c015!8m2!3d4.1566577!4d9.2653571!15sChFzcGEgYnVlYSBjYW1lcm9vbpIBDGJlYXV0eV9zYWxvbuABAA!16s%2Fg%2F11jj3_7hfc!5m1!1e1?entry=ttu",4.153472,9.1968991,,beauty Institute, 5748 M49  D 61  Buea ,0x10613353fd6ff0d7:0x405c8ed6fe16c015
